あだ名,あだな
弱ら,よわ
弱って,よわ
弱ろ,よわ
弱れ,よわ
弱ら,よわ
張り,は
張る,は
張った,は
張ら,は
張って,は
張ろ,は
張れ,は
張ら,は
張り,は
張る,は
張った,は
張ら,は
張って,は
張ろ,は
張れ,は
張ら,は
強いま,し
強いる,し
強いた,し
強いな,し
強いず,し
強いて,し
強いよ,し
強いら,し
強いさ,し
強いろ,し
強まり,つよま
強まる,つよま
強まった,つよま
強まら,つよま
強まって,つよま
強まろ,つよま
強まれ,つよま
強まら,つよま
強めま,つよ
強める,つよ
強めた,つよ
強めな,つよ
強めず,つよ
強めて,つよ
強めよ,つよ
強めら,つよ
強めさ,つよ
強めろ,つよ
強制,きょうせい
強化,きょうか
強圧,きょうあつ
強奪,ごうだつ
強姦,ごうかん
強弁,きょうべん
強打,きょうだ
強行,きょうこう
強行採決,きょうこうさいけつ
強襲,きょうしゅう
強要,きょうよう
強請り,ねだ
強請る,ねだ
強請った,ねだ
強請ら,ねだ
強請って,ねだ
強請ろ,ねだ
強請れ,ねだ
強請ら,ねだ
弾き,はじ
弾く,はじ
弾い,はじ
弾か,はじ
弾おう,はじ
弾け,はじ
弾え,はじ
弾き,ひ
弾く,ひ
弾い,ひ
弾か,ひ
弾おう,ひ
弾け,ひ
弾え,ひ
弾み,はず
弾む,はず
弾ん,はず
弾ま,はず
弾め,はず
弾な,はず
弾劾,だんがい
弾圧,だんあつ
当たり,あたり
当たり,あた
当たる,あた
当たった,あた
当たら,あた
当たって,あた
当たろ,あた
当たれ,あた
当たら,あた
当てはまり,あてはま
当てはまる,あてはま
当てはまった,あてはま
当てはまら,あてはま
当てはまって,あてはま
当てはまろ,あてはま
当てはまれ,あてはま
当てはまら,あてはま
当てはめま,あては
当てはめる,あては
当てはめた,あては
当てはめな,あては
当てはめず,あては
当てはめて,あては
当てはめよ,あては
当てはめら,あては
当てはめさ,あては
当てはめろ,あては
当てま,あ
当てる,あ
当てた,あ
当てな,あ
当てず,あ
当てて,あ
当てよ,あ
当てら,あ
当てさ,あ
当てろ,あ
当惑,とうわく
当直,とうちょく
当選,とうせん
当面,とうめん
形作り,かたちづく
形作る,かたちづく
形作った,かたちづく
形作ら,かたちづく
形作って,かたちづく
形作ろ,かたちづく
形作れ,かたちづく
形作ら,かたちづく
形容,けいよう
形成,けいせい
彩り,いろど
彩る,いろど
彩った,いろど
彩ら,いろど
彩って,いろど
彩ろ,いろど
彩れ,いろど
彩ら,いろど
彩色,さいしき
彫り,ほ
彫る,ほ
彫った,ほ
彫ら,ほ
彫って,ほ
彫ろ,ほ
彫れ,ほ
彫ら,ほ
彫刻,ちょうこく
彫金,ちょうきん
影響,えいきょう
彷徨い,さまよ
彷徨う,さまよ
彷徨った,さまよ
彷徨わ,さまよ
彷徨って,さまよ
彷徨お,さまよ
彷徨え,さまよ
彷徨わ,さまよ
彷徨き,うろつ
彷徨く,うろつ
彷徨い,うろつ
彷徨か,うろつ
彷徨おう,うろつ
彷徨け,うろつ
彷徨え,うろつ
役立ち,やくだ
役立つ,やくだ
役立った,やくだ
役立た,やくだ
役立って,やくだ
役立とう,やくだ
役立げ,やくだ
役立た,やくだ
役立て,やくだ
役立てま,やくだ
役立てる,やくだ
役立てた,やくだ
役立てな,やくだ
役立てず,やくだ
役立てて,やくだ
役立てよ,やくだ
役立てら,やくだ
役立てさ,やくだ
役立てろ,やくだ
彼方此方,あちこち
往復,おうふく
往生,おうじょう
往診,おうしん
征服,せいふく
待たし,また
待たす,また
待たさ,また
待たそ,また
待たせ,また
待たせま,また
待たせる,また
待たせた,また
待たせな,また
待たせず,また
待たせて,また
待たせよ,また
待たせら,また
待たせさ,また
待たせろ,また
待ちかねま,まちか
待ちかねる,まちか
待ちかねた,まちか
待ちかねな,まちか
待ちかねず,まちか
待ちかねて,まちか
待ちかねよ,まちか
待ちかねら,まちか
待ちかねさ,まちか
待ちかねろ,まちか
待ちわびま,まちわ
待ちわびる,まちわ
待ちわびた,まちわ
待ちわびな,まちわ
待ちわびず,まちわ
待ちわびて,まちわ
待ちわびよ,まちわ
待ちわびら,まちわ
待ちわびさ,まちわ
待ちわびろ,まちわ
待ち,ま
待つ,ま
待った,ま
待た,ま
待って,ま
待とう,ま
待げ,ま
待た,ま
待て,ま
待命,たいめい
待機,たいき
後ずさり,あと
後れま,おくれ
後れる,おくれ
後れた,おくれ
後れな,おくれ
後れず,おくれ
後れて,おくれ
後れよ,おくれ
後れら,おくれ
後れさ,おくれ
後れろ,おくれ
後悔,こうかい
後戻り,あともど
後払い,あとばらい
後押し,あとおし
後発,こうはつ
後続,こうぞく
後見,こうけん
後退,こうたい
徐行,じょこう
従い,したが
従う,したが
従った,したが
従わ,したが
従って,したが
従お,したが
従え,したが
従わ,したが
従えま,したが
従える,したが
従えた,したが
従えな,したが
従えず,したが
従えて,したが
従えよ,したが
従えら,したが
従えさ,したが
従えろ,したが
従事,じゅうじ
従属,じゅうぞく
従業,じゅうぎょう
従軍,じゅうぐん
得する,とくする
得るま,う
得るる,う
得るた,う
得るな,う
得るず,う
得るて,う
得るよ,う
得るら,う
得るさ,う
得るろ,う
得るま,え
得るる,え
得るた,え
得るな,え
得るず,え
得るて,え
得るよ,え
得るら,え
得るさ,え
得るろ,え
得度,とくど
得点,とくてん
得票,とくひょう
徘徊,はいかい
復元,ふくげん
復党,ふくとう
復刊,ふっかん
復刻,ふっこく
復古,ふっこ
復員,ふくいん
復学,ふくがく
復帰,ふっき
復旧,ふっきゅう
復活,ふっかつ
復習,ふくしゅう
復職,ふくしょく
復興,ふっこう
復調,ふくちょう
復讐,ふくしゅう
復配,ふくはい
循環,じゅんかん
微動,びどう
微笑,びしょう
微笑み,ほほえ
微笑む,ほほえ
微笑ん,ほほえ
微笑ま,ほほえ
微笑め,ほほえ
微笑な,ほほえ
徴兵,ちょうへい
徴収,ちょうしゅう
徴用,ちょうよう
徴税,ちょうぜい
徴集,ちょうしゅう
徹する,てっする
徹夜,てつや
徹底,てってい
心がけま,こころが
心がける,こころが
心がけた,こころが
心がけな,こころが
心がけず,こころが
心がけて,こころが
心がけよ,こころが
心がけら,こころが
心がけさ,こころが
心がけろ,こころが
心中,しんじゅう
心労,しんろう
心変わり,こころがわり
心待ち,こころまち
心得ま,こころ
心得る,こころ
心得た,こころ
心得な,こころ
心得ず,こころ
心得て,こころ
心得よ,こころ
心得ら,こころ
心得さ,こころ
心得ろ,こころ
心機一転,しんきいってん
心配,しんぱい
心酔,しんすい
忌避,きひ
忍び,しの
忍ぶ,しの
忍ん,しの
忍ば,しの
忍ぼ,しの
忍べ,しの
忍ば,しの
忍べ,しの
忍耐,にんたい
志し,こころざ
志す,こころざ
志さ,こころざ
志そ,こころざ
志せ,こころざ
志向,しこう
志望,しぼう
志願,しがん
忘れま,わす
忘れる,わす
忘れた,わす
忘れな,わす
忘れず,わす
忘れて,わす
忘れよ,わす
忘れら,わす
忘れさ,わす
忘れろ,わす
忘却,ぼうきゃく
忙殺,ぼうさつ
応えま,こた
応える,こた
応えた,こた
応えな,こた
応えず,こた
応えて,こた
応えよ,こた
応えら,こた
応えさ,こた
応えろ,こた
応じる,おうじる
応ずま,おう
応ずる,おう
応ずた,おう
応ずな,おう
応ずず,おう
応ずて,おう
応ずよ,おう
応ずら,おう
応ずさ,おう
応ずろ,おう
応募,おうぼ
応召,おうしょう
応対,おうたい
応戦,おうせん
応接,おうせつ
応援,おうえん
応札,おうさつ
応用,おうよう
応答,おうとう
応諾,おうだく
応酬,おうしゅう
忠告,ちゅうこく
快勝,かいしょう
快諾,かいだく
快走,かいそう
念じま,ねん
念じる,ねん
念じた,ねん
念じな,ねん
念じず,ねん
念じて,ねん
念じよ,ねん
念じら,ねん
念じさ,ねん
念じろ,ねん
念仏,ねんぶつ
念願,ねんがん
怒らせま,おこら
怒らせる,おこら
怒らせた,おこら
怒らせな,おこら
怒らせず,おこら
怒らせて,おこら
怒らせよ,おこら
怒らせら,おこら
怒らせさ,おこら
怒らせろ,おこら
怒り,おこ
怒る,おこ
怒った,おこ
怒ら,おこ
怒って,おこ
怒ろ,おこ
怒れ,おこ
怒ら,おこ
怒号,どごう
怒鳴り,どな
怒鳴る,どな
怒鳴った,どな
怒鳴ら,どな
怒鳴って,どな
怒鳴ろ,どな
怒鳴れ,どな
怒鳴ら,どな
怖がり,こわ
怖がる,こわ
怖がった,こわ
怖がら,こわ
怖がって,こわ
怖がろ,こわ
怖がれ,こわ
怖がら,こわ
思いつき,おもいつ
思いつく,おもいつ
思いつい,おもいつ
思いつか,おもいつ
思いつおう,おもいつ
思いつけ,おもいつ
思いつえ,おもいつ
思いとどまり,おもいとどま
思いとどまる,おもいとどま
思いとどまった,おもいとどま
思いとどまら,おもいとどま
思いとどまって,おもいとどま
思いとどまろ,おもいとどま
思いとどまれ,おもいとどま
思いとどまら,おもいとどま
思いやり,おもいや
思いやる,おもいや
思いやった,おもいや
思いやら,おもいや
思いやって,おもいや
思いやろ,おもいや
思いやれ,おもいや
思いやら,おもいや
思い,おも
思う,おも
思った,おも
思わ,おも
思って,おも
思お,おも
思え,おも
思わ,おも
思慕,しぼ
思慮,しりょ
思案,しあん
思索,しさく
思考,しこう
怠けま,なま
怠ける,なま
怠けた,なま
怠けな,なま
怠けず,なま
怠けて,なま
怠けよ,なま
怠けら,なま
怠けさ,なま
怠けろ,なま
怠り,おこた
怠る,おこた
怠った,おこた
怠ら,おこた
怠って,おこた
怠ろ,おこた
怠れ,おこた
怠ら,おこた
急かし,せか
急かす,せか
急かさ,せか
急かそ,せか
急かせ,せか
急ぎ,いそ
急ぐ,いそ
急い,いそ
急が,いそ
急お,いそ
急げ,いそ
急え,いそ
急伸,きゅうしん
急増,きゅうぞう
急変,きゅうへん
急死,きゅうし
急落,きゅうらく
急襲,きゅうしゅう
急追,きゅうつい
急逝,きゅうせい
急造,きゅうぞう
急進,きゅうしん
急降下,きゅうこうか
急騰,きゅうとう
性交,せいこう
怪しみ,あやし
怪しむ,あやし
怪しん,あやし
怪しま,あやし
怪しめ,あやし
怪しな,あやし
怯えま,おび
怯える,おび
怯えた,おび
怯えな,おび
怯えず,おび
怯えて,おび
怯えよ,おび
怯えら,おび
怯えさ,おび
怯えろ,おび
恋すま,こい
恋する,こい
恋すた,こい
恋すな,こい
恋すず,こい
恋すて,こい
恋すよ,こい
恋すら,こい
恋すさ,こい
恋すろ,こい
恋愛,れんあい
恐れま,おそ
恐れる,おそ
恐れた,おそ
恐れな,おそ
恐れず,おそ
恐れて,おそ
恐れよ,おそ
恐れら,おそ
恐れさ,おそ
恐れろ,おそ
恐喝,きょうかつ
恐怖,きょうふ
恐縮,きょうしゅく
恥じらい,はじら
恥じらう,はじら
恥じらった,はじら
恥じらわ,はじら
恥じらって,はじら
恥じらお,はじら
恥じらえ,はじら
恥じらわ,はじら
恨み,うら
恨む,うら
恨ん,うら
恨ま,うら
恨め,うら
恨な,うら
恩返し,おんがえし
恫喝,どうかつ
息切れ,いきぎれ
息巻き,いきま
息巻く,いきま
息巻い,いきま
息巻か,いきま
息巻おう,いきま
息巻け,いきま
息巻え,いきま
息詰まり,いきづま
息詰まる,いきづま
息詰まった,いきづま
息詰まら,いきづま
息詰まって,いきづま
息詰まろ,いきづま
息詰まれ,いきづま
息詰まら,いきづま
恵まれま,めぐま
恵まれる,めぐま
恵まれた,めぐま
恵まれな,めぐま
恵まれず,めぐま
恵まれて,めぐま
恵まれよ,めぐま
恵まれら,めぐま
恵まれさ,めぐま
恵まれろ,めぐま
恵み,めぐ
恵む,めぐ
恵ん,めぐ
恵ま,めぐ
恵め,めぐ
恵な,めぐ
悔いま,く
悔いる,く
悔いた,く
悔いな,く
悔いず,く
悔いて,く
悔いよ,く
悔いら,く
悔いさ,く
悔いろ,く
悔やみ,くや
悔やむ,くや
悔やん,くや
悔やま,くや
悔やめ,くや
悔やな,くや
悟り,さと
悟る,さと
悟った,さと
悟ら,さと
悟って,さと
悟ろ,さと
悟れ,さと
悟ら,さと
悠々自適,ゆうゆうじてき
患い,わずら
患う,わずら
患った,わずら
患わ,わずら
患って,わずら
患お,わずら
患え,わずら
患わ,わずら
悩まし,なや
悩ます,なや
悩まさ,なや
悩まそ,なや
悩ませ,なや
悩み,なや
悩む,なや
悩ん,なや
悩ま,なや
悩め,なや
悩な,なや
悪ふざけ,わるふざけ
悪化,あっか
悪戦苦闘,あくせんくとう
悪用,あくよう
悲しみ,かなし
悲しむ,かなし
悲しん,かなし
悲しま,かなし
悲しめ,かなし
悲しな,かなし
悲嘆,ひたん
悲観,ひかん
悼み,いた
悼む,いた
悼ん,いた
悼ま,いた
悼め,いた
悼な,いた
情状酌量,じょうじょうしゃくりょう
惑い,まど
惑う,まど
惑った,まど
惑わ,まど
惑って,まど
惑お,まど
惑え,まど
惑わ,まど
惑わし,まどわ
惑わす,まどわ
惑わさ,まどわ
惑わそ,まどわ
惑わせ,まどわ
惚けま,とぼ
惚ける,とぼ
惚けた,とぼ
惚けな,とぼ
惚けず,とぼ
惚けて,とぼ
惚けよ,とぼ
惚けら,とぼ
惚けさ,とぼ
惚けろ,とぼ
惚れま,ほ
惚れる,ほ
惚れた,ほ
惚れな,ほ
惚れず,ほ
惚れて,ほ
惚れよ,ほ
惚れら,ほ
惚れさ,ほ
惚れろ,ほ
惜しみ,おし
惜しむ,おし
惜しん,おし
惜しま,おし
惜しめ,おし
惜しな,おし
惜敗,せきはい
惨敗,ざんぱい
惨殺,ざんさつ
想像,そうぞう
想定,そうてい
想起,そうき
惹かれま,ひか
惹かれる,ひか
惹かれた,ひか
惹かれな,ひか
惹かれず,ひか
惹かれて,ひか
惹かれよ,ひか
惹かれら,ひか
惹かれさ,ひか
惹かれろ,ひか
意味,いみ
意味づけま,いみづ
意味づける,いみづ
意味づけた,いみづ
意味づけな,いみづ
意味づけず,いみづ
意味づけて,いみづ
意味づけよ,いみづ
意味づけら,いみづ
意味づけさ,いみづ
意味づけろ,いみづ
意図,いと
意気投合,いきとうごう
意気消沈,いきしょうちん
意気込み,いきご
意気込む,いきご
意気込ん,いきご
意気込ま,いきご
意気込め,いきご
意気込な,いきご
意見,いけん
愚図愚図,ぐずぐず
愚弄,ぐろう
愛,あい
愛し,あい
愛す,あい
愛さ,あい
愛そ,あい
愛せ,あい
愛します,あい
愛する,あい
愛し,あい
愛そ,あい
愛せ,あい
愛さ,あい
愛せ,あい
愛唱,あいしょう
愛好,あいこう
愛用,あいよう
愛着,あいちゃく
愛蔵,あいぞう
愛読,あいどく
愛護,あいご
感ずる,かんずる
感光,かんこう
感動,かんどう
感化,かんか
感嘆,かんたん
感心,かんしん
感応,かんのう
感服,かんぷく
感染,かんせん
感極まり,かんきわ
感極まる,かんきわ
感極まった,かんきわ
感極まら,かんきわ
感極まって,かんきわ
感極まろ,かんきわ
感極まれ,かんきわ
感極まら,かんきわ
感涙,かんるい
感激,かんげき
感知,かんち
感謝,かんしゃ
