新型コロナウイルス感染症,しんがたコロナウイルスかんせんしょう
自販機,じはんき
地響き,じひびき
耳鼻科,じびか
地吹雪,じふぶき
自分で,じぶん
自閉症,じへいしょう
自慢話,じまんばなし
自民党,じみんとう
事務員,じむいん
事務官,じむかん
事務局,じむきょく
事務室,じむしつ
事務所,じむしょ
事務的,じむてき
蛇の目,じゃのめ
重金属,じゅうきんぞく
従業員,じゅうぎょういん
重工業,じゅうこうぎょう
十字架,じゅうじか
十字軍,じゅうじぐん
十字路,じゅうじろ
重水素,じゅうすいそ
住宅街,じゅうたくがい
住宅地,じゅうたくち
重点的,じゅうてんてき
十二分,じゅうにぶん
住民税,じゅうみんぜい
住民票,じゅうみんひょう
十文字,じゅうもんじ
重要性,じゅうようせい
重労働,じゅうろうどう
授業中,じゅぎょうちゅう
授業料,じゅぎょうりょう
授賞式,じゅしょうしき
受信機,じゅしんき
受信者,じゅしんしゃ
受精卵,じゅせいらん
受動的,じゅどうてき
受話器,じゅわき
順送り,じゅんおくり
潤滑油,じゅんかつゆ
循環器,じゅんかんき
準決勝,じゅんけっしょう
順々に,じゅんじゅんに
準備金,じゅんびきん
純文学,じゅんぶんがく
巡洋艦,じゅんようかん
自由形,じゆうがた
自由業,じゆうぎょう
浄化槽,じょうかそう
城下町,じょうかまち
上機嫌,じょうきげん
上下動,じょうげどう
上告審,じょうこくしん
常識的,じょうしきてき
乗車券,じょうしゃけん
上出来,じょうでき
上等兵,じょうとうへい
浄土宗,じょうどしゅう
上半身,じょうはんしん
情報学,じょうほうがく
情報部,じょうほうぶ
乗務員,じょうむいん
乗用車,じょうようしゃ
剰余金,じょうよきん
常緑樹,じょうりょくじゅ
浄瑠璃,じょうるり
女学生,じょがくせい
女学校,じょがっこう
助教授,じょきょうじゅ
助産婦,じょさんぷ
女子高,じょしこう
女子大,じょしだい
叙事詩,じょじし
徐々に,じょじょ
女性的,じょせいてき
序二段,じょにだん
序の口,じょのくち
除幕式,じょまくしき
事例集,じれいしゅう
人為的,じんいてき
人格者,じんかくしゃ
人件費,じんけんひ
人工的,じんこうてき
人事院,じんじいん
人生観,じんせいかん
人頭税,じんとうぜい
陣取り,じんとり
人道的,じんどうてき
腎不全,じんふぜん
人力車,じんりきしゃ
人類学,じんるいがく
吸い殻,すいがら
水源地,すいげんち
水滸伝,すいこでん
水彩画,すいさいが
水産業,すいさんぎょう
水産庁,すいさんちょう
水産物,すいさんぶつ
水晶体,すいしょうたい
水蒸気,すいじょうき
吹奏楽,すいそうがく
水族館,すいぞくかん
水頭症,すいとうしょう
出納簿,すいとうぼ
水道水,すいどうすい
炊飯器,すいはんき
水平線,すいへいせん
水墨画,すいぼくが
吸い物,すいもの
水様液,すいようえき
水溶性,すいようせい
水曜日,すいようび
数億年,すうおくねん
数ヶ月,すうかげつ
枢機卿,すうききょう
数時間,すうじかん
数年前,すうねんまえ
末っ子,すえっこ
末永く,すえなが
透かし,す
巣食う,すくう
少ない,すくない
すぐ側,すぐそば
直ぐに,すぐに
助っ人,すけっと
少しも,すこしも
健やか,すこやか
筋書き,すじがき
筋違い,すじちがい
涼しい,すずしい
巣立ち,すだち
巣立つ,すだつ
捨て石,すていし
捨て子,すてご
捨て身,すてみ
酢の物,すのもの
素早い,すばやい
素振り,すぶり
す可き,すべき
滑り台,すべりだい
住まい,す
住まう,す
墨付き,すみつき
速やか,すみやか
炭焼き,すみやき
素焼き,すやき
擦り傷,すりきず
瑞宝章,ずいほうしょう
髄膜炎,ずいまくえん
精一杯,せいいっぱい
生化学,せいかがく
生活苦,せいかつく
生活難,せいかつなん
生活費,せいかつひ
性感帯,せいかんたい
世紀末,せいきまつ
請求権,せいきゅうけん
請求書,せいきゅうしょ
性教育,せいきょういく
制空権,せいくうけん
正攻法,せいこうほう
製作費,せいさくひ
生産財,せいさんざい
生産者,せいさんしゃ
生産性,せいさんせい
青少年,せいしょうねん
生殖器,せいしょくき
聖職者,せいしょくしゃ
精神科,せいしんか
精神的,せいしんてき
精神病,せいしんびょう
政治家,せいじか
政治的,せいじてき
政治犯,せいじはん
正常化,せいじょうか
星条旗,せいじょうき
政治力,せいじりょく
成人病,せいじんびょう
生石灰,せいせっかい
成層圏,せいそうけん
生息地,せいそくち
生態学,せいたいがく
生態系,せいたいけい
成長株,せいちょうかぶ
製鉄所,せいてつじょ
静電気,せいでんき
正統派,せいとうは
青銅器,せいどうき
西南西,せいなんせい
青年団,せいねんだん
正反対,せいはんたい
生物学,せいぶつがく
正方形,せいほうけい
西北西,せいほくせい
生命線,せいめいせん
生命力,せいめいりょく
誓約書,せいやくしょ
製油所,せいゆじょ
西洋式,せいようしき
西洋人,せいようじん
生理学,せいりがく
生理的,せいりてき
整理部,せいりぶ
勢力圏,せいりょくけん
背負う,せおう
背泳ぎ,せおよぎ
世界一,せかいいち
世界観,せかいかん
世界中,せかいじゅう
世界的,せかいてき
赤外線,せきがいせん
責任感,せきにんかん
責任者,せきにんしゃ
積乱雲,せきらんうん
世間体,せけんてい
世間話,せけんばなし
世帯数,せたいすう
世帯主,せたいぬし
石灰岩,せっかいがん
積極的,せっきょくてき
赤血球,せっけっきゅう
説得力,せっとくりょく
切ない,せつない
説明書,せつめいしょ
説明文,せつめいぶん
瀬戸際,せとぎわ
瀬戸物,せともの
背番号,せばんごう
狭き門,せまきもん
世話人,せわにん
世話物,せわもの
世話役,せわやく
千円札,せんえんさつ
宣教師,せんきょうし
選挙権,せんきょけん
選挙戦,せんきょせん
選挙人,せんきょにん
千切り,せんぎ
千秋楽,せんしゅうらく
選手権,せんしゅけん
選手村,せんしゅむら
染色体,せんしょくたい
先進国,せんしんこく
専従者,せんじゅうしゃ
洗浄剤,せんじょうざい
潜水艦,せんすいかん
占星術,せんせいじゅつ
洗濯機,せんたくき
選択肢,せんたくし
洗濯物,せんたくもの
先端的,せんたんてき
戦中派,せんちゅうは
先天性,せんてんせい
先天的,せんてんてき
戦闘員,せんとういん
戦闘機,せんとうき
千生り,せんなり
先入観,せんにゅうかん
栓抜き,せんぬき
扇風機,せんぷうき
洗面器,せんめんき
洗面所,せんめんじょ
専門医,せんもんい
専門家,せんもんか
専門的,せんもんてき
専門店,せんもんてん
税込み,ぜいこ
税引き,ぜいび
税務署,ぜいむしょ
税理士,ぜいりし
絶好調,ぜっこうちょう
絶対的,ぜったいてき
絶対に,ぜったいに
絶対量,ぜったいりょう
全国的,ぜんこくてき
善後策,ぜんごさく
前哨戦,ぜんしょうせん
前世紀,ぜんせいき
前世界,ぜんせかい
全世界,ぜんせかい
前奏曲,ぜんそうきょく
全速力,ぜんそくりょく
全体的,ぜんたいてき
前頭葉,ぜんとうよう
全日制,ぜんにちせい
前任者,ぜんにんしゃ
前年度,ぜんねんど
前半戦,ぜんはんせん
全面的,ぜんめんてき
禅問答,ぜんもんどう
前夜祭,ぜんやさい
前立腺,ぜんりつせん
総会屋,そうかいや
双眼鏡,そうがんきょう
葬儀社,そうぎしゃ
総崩れ,そうくずれ
早慶戦,そうけいせん
総合的,そうごうてき
捜査官,そうさかん
捜索隊,そうさくたい
総指揮,そうしき
総収入,そうしゅうにゅう
宗主国,そうしゅこく
送信機,そうしんき
装身具,そうしんぐ
掃除機,そうじき
相似形,そうじけい
創世記,そうせいき
双生児,そうせいじ
総選挙,そうせんきょ
創造的,そうぞうてき
創造力,そうぞうりょく
想像力,そうぞうりょく
相続税,そうぞくぜい
相対的,そうたいてき
叢立ち,そうだち
相談所,そうだんじょ
相談役,そうだんやく
送別会,そうべつかい
総本山,そうほんざん
総務局,そうむきょく
総務部,そうむぶ
総目録,そうもくろく
送油管,そうゆかん
総理府,そうりふ
総領事,そうりょうじ
添え物,そえもの
即座に,そくざ
即戦力,そくせんりょく
速達便,そくたつびん
測定器,そくていき
即物的,そくぶつてき
狙撃兵,そげきへい
底打ち,そこうち
底堅い,そこがたい
其処で,そこで
損なう,そこなう
底抜け,そこぬけ
組織的,そしきてき
而して,そ
速記録,そっきろく
測候所,そっこうじょ
沿って,そ
卒業後,そつぎょうご
卒業式,そつぎょうしき
卒業生,そつぎょうせい
外付け,そとづけ
外回り,そとまわり
その上,そのうえ
その内,そのうち
その中,そのなか
その辺,そのへん
その他,そのほか
その物,そのもの
その様,そのよう
蕎麦屋,そばや
祖父母,そふぼ
そよ風,そよかぜ
空模様,そらもよう
素粒子,そりゅうし
其れで,そ
其れに,それに
それ程,それほど
それ等,それら
村議会,そんぎかい
雑木林,ぞうきばやし
贈収賄,ぞうしゅうわい
造幣局,ぞうへいきょく
体育館,たいいくかん
体温計,たいおんけい
戴冠式,たいかんしき
耐久性,たいきゅうせい
体系的,たいけいてき
太公望,たいこうぼう
太鼓判,たいこばん
滞在中,たいざいちゅう
大使館,たいしかん
大し,たい
対して,たい
大衆性,たいしゅうせい
対照的,たいしょうてき
耐性菌,たいせいきん
大西洋,たいせいよう
退廃的,たいはいてき
待避線,たいひせん
太平洋,たいへいよう
太陽系,たいようけい
大洋州,たいようしゅう
大陸棚,たいりくだな
田植え,たうえ
絶えず,たえず
絶え間,たえま
多角的,たかくてき
高飛車,たかびしゃ
高まり,たか
高らか,たか
宝くじ,たからくじ
互いに,たがいに
託児所,たくじしょ
宅配便,たくはいびん
逞しい,たくましい
竹細工,たけざいく
竹の子,たけのこ
多元的,たげんてき
確かめ,たしかめ
足し算,たしざん
多数決,たすうけつ
助け舟,たすけぶね
尋ね人,たずねびと
畳敷き,たたみじ
正しい,ただし
直ちに,ただ
立会い,たちあい
立会人,たちあいにん
立ち木,たちき
立ち話,たちばなし
立ち見,たちみ
立つ瀬,たつせ
縦書き,たてがき
立て札,たてふだ
縦割り,たてわり
例えば,たとえば
多人数,たにんずう
種付け,たねつけ
多年草,たねんそう
楽し,たの
多発性,たはつせい
旅芸人,たびげいにん
旅立ち,たびだち
旅立つ,たびだつ
食べ物,たべもの
多方面,たほうめん
卵焼き,たまごやき
玉突き,たまつき
玉ねぎ,たまねぎ
玉虫色,たまむしいろ
ため息,ためいき
躊躇う,ためらう
多目的,たもくてき
容易い,たやす
多様化,たようか
多様性,たようせい
足らず,た
垂れ幕,たれまく
短期間,たんきかん
短距離,たんきょり
探検隊,たんけんたい
淡紅色,たんこうしょく
単行本,たんこうぼん
短時間,たんじかん
単純化,たんじゅんか
誕生日,たんじょうび
淡水魚,たんすいぎょ
