新型コロナウイルス感染症,しんがたコロナウイルスかんせんしょう
広範囲,こうはんい
広葉樹,こうようじゅ
床の間,とこのま
序でに,ついでに
序の口,じょのくち
序二段,じょにだん
底入れ,そこいれ
底冷え,そこびえ
底堅い,そこがたい
底打ち,そこうち
底抜け,そこぬけ
店構え,みせがまえ
店開き,みせびらき
府知事,ふちじ
府議会,ふぎかい
度合い,どあい
度外視,どがいし
座布団,ざぶとん
座標軸,ざひょうじく
座談会,ざだんかい
庶民的,しょみんてき
廃棄物,はいきぶつ
延ばさ,のば
延ばし,のば
延ばす,のば
延ばせ,のば
延ばそ,のば
延びさ,のび
延びず,のび
延びた,のび
延びて,のび
延びな,のび
延びま,のび
延びよ,のび
延びら,のび
延びる,のび
延びろ,のび
延べさ,のべ
延べず,のべ
延べた,のべ
延べて,のべ
延べな,のべ
延べま,のべ
延べよ,のべ
延べら,のべ
延べる,のべ
延べろ,のべ
建てさ,た
建てず,た
建てた,た
建てて,た
建てな,た
建てま,た
建てよ,た
建てら,た
建てる,た
建てろ,た
建築士,けんちくし
建築学,けんちくがく
建築家,けんちくか
建築物,けんちくぶつ
建設的,けんせつてき
建設省,けんせつしょう
建造物,けんぞうぶつ
弁えさ,わきま
弁えず,わきま
弁えた,わきま
弁えて,わきま
弁えな,わきま
弁えま,わきま
弁えよ,わきま
弁えら,わきま
弁える,わきま
弁えろ,わきま
弁務官,べんむかん
弁理士,べんりし
弁護人,べんごにん
弁護士,べんごし
式次第,しきしだい
引おう,ひ
引き戸,ひきど
引き算,ひきざん
引き金,ひきがね
引け値,ひけね
引け目,ひけめ
引揚者,ひきあげしゃ
弦楽器,げんがっき
弱々し,よわよわ
弱き者,よわきもの
弱まっ,よわ
弱まら,よわ
弱まり,よわ
弱まる,よわ
弱まれ,よわ
弱まろ,よわ
弱めさ,よわ
弱めず,よわ
弱めた,よわ
弱めて,よわ
弱めな,よわ
弱めま,よわ
弱めよ,よわ
弱めら,よわ
弱める,よわ
弱めろ,よわ
弱含み,よわふくみ
張り子,はりこ
張り紙,はりがみ
張本人,ちょうほんにん
強いさ,し
強いず,し
強いた,し
強いて,し
強いな,し
強いま,し
強いよ,し
強いら,し
強いる,し
強いろ,し
強がり,つよ
強まっ,つよま
強まら,つよま
強まり,つよま
強まる,つよま
強まれ,つよま
強まろ,つよま
強めさ,つよ
強めず,つよ
強めた,つよ
強めて,つよ
強めな,つよ
強めま,つよ
強めよ,つよ
強めら,つよ
強める,つよ
強めろ,つよ
強制的,きょうせいてき
強含み,つよふくみ
強行軍,きょうこうぐん
強請っ,ねだ
強請ら,ねだ
強請り,ねだ
強請る,ねだ
強請れ,ねだ
強請ろ,ねだ
弾おう,はじ
当たっ,あた
当たら,あた
当たり,あたり
当たる,あた
当たれ,あた
当たろ,あた
当てさ,あ
当てず,あ
当てた,あ
当てて,あ
当てな,あ
当てま,あ
当てよ,あ
当てら,あ
当てる,あ
当てろ,あ
当事者,とうじしゃ
形作っ,かたちづく
形作ら,かたちづく
形作り,かたちづく
形作る,かたちづく
形作れ,かたちづく
形作ろ,かたちづく
形容詞,けいようし
形式的,けいしきてき
影武者,かげむしゃ
影響力,えいきょうりょく
彷徨い,さまよ
彷徨う,さまよ
彷徨え,さまよ
彷徨お,さまよ
彷徨か,うろつ
彷徨き,うろつ
彷徨く,うろつ
彷徨け,うろつ
彷徨っ,さまよ
彷徨わ,さまよ
役回り,やくまわり
役立げ,やくだ
役立た,やくだ
役立ち,やくだ
役立っ,やくだ
役立つ,やくだ
役立て,やくだ
役立と,やくだ
待たさ,また
待たし,また
待たす,また
待たせ,また
待たそ,また
待合室,まちあいしつ
待避線,たいひせん
後から,あとから
後れさ,おくれ
後れず,おくれ
後れた,おくれ
後れて,おくれ
後れな,おくれ
後れま,おくれ
後れよ,おくれ
後れら,おくれ
後れる,おくれ
後れろ,おくれ
後ろ姿,うしろすがた
後ろ手,うしろで
後ろ指,うしろゆび
後ろ盾,うしろだて
後ろ髪,うしろがみ
後半戦,こうはんせん
後半生,こうはんせい
後回し,あとまわし
後天性,こうてんせい
後天的,こうてんてき
後始末,あとしまつ
後戻り,あともど
後払い,あとばらい
後押し,あとおし
後書き,あとがき
後追い,あとお
後進国,こうしんこく
後遺症,こういしょう
徐々に,じょじょ
従えさ,したが
従えず,したが
従えた,したが
従えて,したが
従えな,したが
従えま,したが
従えよ,したが
従えら,したが
従える,したが
従えろ,したが
従って,したが
従兄弟,いとこ
従姉妹,いとこ
従業員,じゅうぎょういん
得する,とくする
得意先,とくいさき
得難い,えがた
御三家,ごさんけ
御利益,ごりやく
御家芸,おいえげい
御曹司,おんぞうし
御用達,ごようたし
御用邸,ごようてい
御飾り,おかざ
復刻版,ふっこくばん
復水器,ふくすいき
復活祭,ふっかつさい
循環器,じゅんかんき
微生物,びせいぶつ
微笑な,ほほえ
微笑ま,ほほえ
微笑み,ほほえ
微笑む,ほほえ
微笑め,ほほえ
微笑ん,ほほえ
微粒子,びりゅうし
徹する,てっする
徹底的,てっていてき
心から,こころから
心がけ,こころがけ
心不全,しんふぜん
心地よ,ここちよ
心強い,こころづよ
心待ち,こころまち
心得さ,こころ
心得ず,こころ
心得た,こころ
心得て,こころ
心得な,こころ
心得ま,こころ
心得よ,こころ
心得ら,こころ
心得る,こころ
心得ろ,こころ
心意気,こころいき
心憎い,こころにく
心拍数,しんぱくすう
心持ち,こころも
心構え,こころがまえ
心残り,こころのこ
心理学,しんりがく
心理的,しんりてき
心細い,こころぼそ
心臓病,しんぞうびょう
心苦し,こころぐる
心身症,しんしんしょう
心遣い,こころづか
心配り,こころくばり
心電図,しんでんず
必然性,ひつぜんせい
必然的,ひつぜんてき
必要性,ひつようせい
必需品,ひつじゅひん
忘れさ,わす
忘れず,わす
忘れた,わす
忘れて,わす
忘れな,わす
忘れま,わす
忘れよ,わす
忘れら,わす
忘れる,わす
忘れろ,わす
忘れ物,わすれもの
忘年会,ぼうねんかい
忙しい,いそがしい
応えさ,こた
応えず,こた
応えた,こた
応えて,こた
応えな,こた
応えま,こた
応えよ,こた
応えら,こた
応える,こた
応えろ,こた
応じる,おうじる
応ずさ,おう
応ずず,おう
応ずた,おう
応ずて,おう
応ずな,おう
応ずま,おう
応ずよ,おう
応ずら,おう
応ずる,おう
応ずろ,おう
応募者,おうぼしゃ
念じさ,ねん
念じず,ねん
念じた,ねん
念じて,ねん
念じな,ねん
念じま,ねん
念じよ,ねん
念じら,ねん
念じる,ねん
念じろ,ねん
念入り,ねんいり
怒鳴っ,どな
怒鳴ら,どな
怒鳴り,どな
怒鳴る,どな
怒鳴れ,どな
怒鳴ろ,どな
怖がっ,こわ
怖がら,こわ
怖がり,こわ
怖がる,こわ
怖がれ,こわ
怖がろ,こわ
思い出,おもいで
思わず,おも
思春期,ししゅんき
怠けさ,なま
怠けず,なま
怠けた,なま
怠けて,なま
怠けな,なま
怠けま,なま
怠けよ,なま
怠けら,なま
怠ける,なま
怠けろ,なま
怠け者,なまけもの
急いで,いそ
急かさ,せか
急かし,せか
急かす,せか
急かせ,せか
急かそ,せか
急ぎ足,いそぎあし
急先鋒,きゅうせんぽう
急性期,きゅうせいき
急成長,きゅうせいちょう
急降下,きゅうこうか
性感帯,せいかんたい
性教育,せいきょういく
怪しい,あや
怪しげ,あやしげ
怪しな,あやし
怪しま,あやし
怪しみ,あやし
怪しむ,あやし
怪しめ,あやし
怪しん,あやし
怪文書,かいぶんしょ
怯えさ,おび
怯えず,おび
怯えた,おび
怯えて,おび
怯えな,おび
怯えま,おび
怯えよ,おび
怯えら,おび
怯える,おび
怯えろ,おび
恋しい,こい
恋すさ,こい
恋すず,こい
恋すた,こい
恋すて,こい
恋すな,こい
恋すま,こい
恋すよ,こい
恋すら,こい
恋する,こい
恋すろ,こい
恐らく,おそ
恐れさ,おそ
恐れず,おそ
恐れた,おそ
恐れて,おそ
恐れな,おそ
恐れま,おそ
恐れよ,おそ
恐れら,おそ
恐れる,おそ
恐れろ,おそ
恐怖症,きょうふしょう
恩返し,おんがえし
息の根,いきのね
息切れ,いきぎれ
息巻い,いきま
息巻え,いきま
息巻か,いきま
息巻き,いきま
息巻く,いきま
息巻け,いきま
息抜き,いきぬき
恵比寿,えびす
悔いさ,く
悔いず,く
悔いた,く
悔いて,く
悔いな,く
悔いま,く
悔いよ,く
悔いら,く
悔いる,く
悔いろ,く
悔しい,くや
悔し涙,くやしなみだ
悔やな,くや
悔やま,くや
悔やみ,くや
悔やむ,くや
悔やめ,くや
悔やん,くや
悩まさ,なや
悩まし,なや
悩ます,なや
悩ませ,なや
悩まそ,なや
悪天候,あくてんこう
悪影響,あくえいきょう
悪循環,あくじゅんかん
悪条件,あくじょうけん
悪知恵,わるぢえ
悪賢い,わるがしこい
悲しな,かなし
悲しま,かなし
悲しみ,かなし
悲しむ,かなし
悲しめ,かなし
悲しん,かなし
悲劇的,ひげきてき
悲喜劇,ひきげき
悲観的,ひかんてき
情けな,なさ
情け深,なさけぶか
情報学,じょうほうがく
情報部,じょうほうぶ
惑わさ,まどわ
惑わし,まどわ
惑わす,まどわ
惑わせ,まどわ
惑わそ,まどわ
惚けさ,とぼ
惚けず,とぼ
惚けた,とぼ
惚けて,とぼ
惚けな,とぼ
惚けま,とぼ
惚けよ,とぼ
惚けら,とぼ
惚ける,とぼ
惚けろ,とぼ
惚れさ,ほ
惚れず,ほ
惚れた,ほ
惚れて,ほ
惚れな,ほ
惚れま,ほ
惚れよ,ほ
惚れら,ほ
惚れる,ほ
惚れろ,ほ
惜しい,おしい
惜しな,おし
惜しま,おし
惜しみ,おし
惜しむ,おし
惜しめ,おし
惜しん,おし
想像力,そうぞうりょく
意図的,いとてき
意地悪,いじわる
意気地,いくじ
意識的,いしきてき
愚連隊,ぐれんたい
愛しい,いとしい
愛する,あい
愛弟子,まなでし
愛煙家,あいえんか
感ずる,かんずる
感傷的,かんしょうてき
感受性,かんじゅせい
感情的,かんじょうてき
感情論,かんじょうろん
感染症,かんせんしょう
感覚器,かんかくき
感覚的,かんかくてき
慌てさ,あわ
慌てず,あわ
慌てた,あわ
慌てて,あわ
慌てな,あわ
慌てま,あわ
慌てよ,あわ
慌てら,あわ
慌てる,あわ
慌てろ,あわ
慢性的,まんせいてき
慣らさ,なら
慣らし,なら
慣らす,なら
慣らせ,なら
慣らそ,なら
慣れさ,な
慣れず,な
慣れた,な
慣れて,な
慣れな,な
慣れま,な
慣れよ,な
慣れら,な
慣れる,な
慣れろ,な
慣用句,かんようく
慣習法,かんしゅうほう
慰めさ,なぐさ
慰めず,なぐさ
慰めた,なぐさ
慰めて,なぐさ
慰めな,なぐさ
慰めま,なぐさ
慰めよ,なぐさ
慰めら,なぐさ
慰める,なぐさ
慰めろ,なぐさ
慰霊祭,いれいさい
憂えさ,う
憂えず,う
憂えた,う
憂えて,う
憂えな,う
憂えま,う
憂えよ,う
憂えら,う
憂える,う
憂えろ,う
憂き目,うきめ
憎しみ,にくしみ
憎らし,にく
憧れさ,あこが
憧れず,あこが
憧れた,あこが
憧れて,あこが
憧れな,あこが
憧れま,あこが
憧れよ,あこが
憧れら,あこが
憧れる,あこが
憧れろ,あこが
懐かし,なつ
懲りさ,こ
懲りず,こ
懲りた,こ
懲りて,こ
懲りな,こ
懲りま,こ
懲りよ,こ
懲りら,こ
懲りる,こ
懲りろ,こ
成人病,せいじんびょう
成層圏,せいそうけん
成長株,せいちょうかぶ
我が国,わがくに
我が家,わがや
我が身,わがみ
戒めさ,いまし
戒めず,いまし
戒めた,いまし
戒めて,いまし
戒めな,いまし
戒めま,いまし
戒めよ,いまし
戒めら,いまし
戒める,いまし
戒めろ,いまし
戒厳令,かいげんれい
或いは,ある
戦中派,せんちゅうは
戦闘員,せんとういん
戦闘機,せんとうき
戯れさ,たわむ
戯れず,たわむ
戯れた,たわむ
戯れて,たわむ
戯れな,たわむ
戯れま,たわむ
戯れよ,たわむ
戯れら,たわむ
戯れる,たわむ
戯れろ,たわむ
戴冠式,たいかんしき
戸惑い,とまど
戸惑う,とまど
戸惑え,とまど
戸惑お,とまど
戸惑っ,とまど
戸惑わ,とまど
所在地,しょざいち
所得税,しょとくぜい
所有権,しょゆうけん
所有者,しょゆうしゃ
所番地,ところばんち
扇風機,せんぷうき
手ごろ,てごろ
手ごわ,て
手すり,てすり
手の内,てのうち
手の甲,てのこう
手仕事,てしごと
手伝い,てつだ
手伝う,てつだ
手伝え,てつだ
手伝お,てつだ
手伝っ,てつだ
手伝わ,てつだ
手作り,てづくり
手入れ,ていれ
手分け,てわけ
手加減,てかげん
手助け,てだすけ
手厚い,てあつい
手厳し,てきび
手取り,てとり
手土産,てみやげ
手堅い,てがたい
手始め,てはじめ
手広い,てびろい
手広く,てびろく
手弁当,てべんとう
手引き,てびき
手引書,てびきしょ
手応え,てごたえ
手打ち,てうち
手抜き,てぬき
手押し,ておし
手拍子,てびょうし
手招き,てまねき
手持ち,てもち
手振り,てぶり
手探り,てさぐり
手控え,てびかえ
手提げ,てさげ
手放さ,てばな
手放し,てばな
手放す,てばな
手放せ,てばな
手放そ,てばな
手数料,てすうりょう
手料理,てりょうり
手早い,てばやい
手書き,てがき
手洗い,てあらい
手渡さ,てわた
手渡し,てわたし
手渡す,てわた
手渡せ,てわた
手渡そ,てわた
手痛い,ていたい
手直し,てなおし
手立て,てだて
手続き,てつづき
手織り,ており
手習い,てならい
手荷物,てにもつ
手落ち,ておち
手触り,てざわり
手遅れ,ておくれ
手違い,てちがい
打つ手,うつて
打楽器,だがっき
打算的,ださんてき
扱い方,あつかいかた
批判的,ひはんてき
技術力,ぎじゅつりょく
技術的,ぎじゅつてき
技術者,ぎじゅつしゃ
抑えさ,おさ
抑えず,おさ
